"CustomerKey","IncomeGroup","BikeBuyer","GeographyKey","FullName","Age","Gender","YearlyIncome","TotalChildren","NumberChildrenAtHome","EnglishEducation","EnglishOccupation","HouseOwnerFlag","MaritalStatus","NumberCarsOwned","MonthsSinceLastPurchase","CommuteDistance"
22322,Low,1,220,Roger Zhao,44,M,"30000.0000",0,0,High School,Manual,"1",S,1,27,"2-5 Miles"
22323,Moderate,1,211,Erica Liang,44,F,"40000.0000",2,2,Partial College,Clerical,"1",S,1,31,"1-2 Miles"
22324,Moderate,0,217,Kari Gill,44,F,"40000.0000",2,2,Partial College,Clerical,"0",M,1,29,"0-1 Miles"
22325,Moderate,0,243,Noah Rodriguez,40,M,"40000.0000",2,2,Partial College,Clerical,"1",S,2,25,"1-2 Miles"
22326,Moderate,0,635,Riley Howard,41,F,"40000.0000",3,3,Partial College,Clerical,"1",S,1,21,"0-1 Miles"
22327,Moderate,1,612,Jake Cai,35,M,"40000.0000",3,3,Partial College,Clerical,"1",S,2,30,"1-2 Miles"
22328,Moderate,1,612,Grace Anderson,41,F,"50000.0000",0,0,Graduate Degree,Skilled Manual,"1",S,0,30,"1-2 Miles"
22329,Moderate,1,542,Grace Peterson,42,F,"50000.0000",0,0,Graduate Degree,Skilled Manual,"1",M,0,30,"1-2 Miles"
22330,Moderate,1,311,Jose Walker,41,M,"50000.0000",0,0,Graduate Degree,Skilled Manual,"1",M,0,31,"1-2 Miles"
22331,Low,0,307,Michele Yuan,86,F,"20000.0000",2,0,Partial College,Clerical,"0",M,2,19,"0-1 Miles"
22332,Low,0,62,Brittany Bennett,84,F,"30000.0000",1,0,Bachelors,Skilled Manual,"1",M,1,26,"2-5 Miles"
22333,Moderate,0,546,Gabriella Watson,84,F,"40000.0000",1,0,Graduate Degree,Skilled Manual,"1",M,1,29,"1-2 Miles"
22334,Moderate,1,612,Juan Serrano,44,M,"60000.0000",0,0,Graduate Degree,Skilled Manual,"1",M,0,30,"1-2 Miles"
22335,Moderate,1,623,Anthony Taylor,43,M,"60000.0000",0,0,Graduate Degree,Skilled Manual,"1",M,0,29,"1-2 Miles"
22336,Moderate,1,302,Frank Moreno,43,M,"60000.0000",0,0,Graduate Degree,Skilled Manual,"1",M,0,29,"1-2 Miles"
22337,Low,0,310,Haley Jenkins,62,F,"20000.0000",2,0,High School,Manual,"0",M,2,22,"1-2 Miles"
22338,Low,0,314,Thomas Russell,57,M,"20000.0000",2,0,High School,Manual,"0",M,2,30,"1-2 Miles"
22339,Low,0,634,Richard Nelson,62,M,"20000.0000",2,0,High School,Manual,"0",M,2,24,"1-2 Miles"
22340,Low,0,368,Isaac Young,62,M,"20000.0000",2,0,High School,Manual,"0",M,2,23,"1-2 Miles"
22341,Low,0,542,Tristan Washington,62,M,"20000.0000",2,0,High School,Manual,"0",M,2,19,"0-1 Miles"
22342,Low,0,612,Jon Lal,55,M,"20000.0000",3,0,Partial High School,Clerical,"0",M,2,22,"1-2 Miles"
22343,Low,1,641,Brittany Powell,61,F,"30000.0000",1,0,High School,Clerical,"1",M,1,28,"1-2 Miles"
22344,Low,1,307,Krystal Yang,61,F,"30000.0000",1,0,High School,Clerical,"1",M,1,27,"1-2 Miles"
22345,Low,0,368,Amanda James,60,F,"30000.0000",2,0,High School,Skilled Manual,"1",M,2,30,"1-2 Miles"
22346,Moderate,1,300,Catherine Howard,49,F,"40000.0000",1,0,Partial College,Clerical,"1",M,1,29,"1-2 Miles"
22347,Low,0,383,Abigail Long,54,F,"30000.0000",2,0,High School,Skilled Manual,"0",M,2,23,"0-1 Miles"
22348,Low,0,347,Zoe Torres,59,F,"30000.0000",2,0,High School,Skilled Manual,"1",M,2,27,"1-2 Miles"
22349,Low,0,62,Mason Morris,53,M,"30000.0000",2,0,High School,Skilled Manual,"1",M,2,24,"1-2 Miles"
22350,Low,0,637,Riley Powell,59,F,"30000.0000",2,0,High School,Skilled Manual,"1",M,2,22,"1-2 Miles"
22351,Low,0,612,Sarah Davis,59,F,"30000.0000",2,0,High School,Skilled Manual,"0",M,2,26,"0-1 Miles"
22352,Low,0,334,Elizabeth Moore,58,F,"30000.0000",2,0,High School,Skilled Manual,"0",M,2,23,"0-1 Miles"
22353,Low,0,55,Amanda Allen,58,F,"30000.0000",2,0,High School,Skilled Manual,"1",M,2,25,"1-2 Miles"
22354,Low,0,71,Sara King,59,F,"30000.0000",2,0,High School,Skilled Manual,"0",M,2,25,"0-1 Miles"
22355,Low,0,311,Logan Jones,42,M,"30000.0000",2,0,High School,Skilled Manual,"0",M,2,26,"0-1 Miles"
22356,Low,0,325,Charles Ward,59,M,"30000.0000",2,0,High School,Skilled Manual,"1",M,2,19,"1-2 Miles"
22357,Low,0,316,Justin Lal,42,M,"30000.0000",2,0,High School,Skilled Manual,"1",M,2,19,"1-2 Miles"
22358,Moderate,0,316,Sydney Butler,58,F,"40000.0000",1,0,Partial College,Clerical,"1",M,1,27,"0-1 Miles"
22359,Moderate,0,68,Ethan Lee,51,M,"40000.0000",2,0,Partial College,Clerical,"0",S,1,27,"0-1 Miles"
22360,Moderate,0,612,Caleb Collins,58,M,"40000.0000",2,0,Partial College,Clerical,"0",S,1,25,"0-1 Miles"
22361,Moderate,0,343,Nathan White,57,M,"40000.0000",2,0,Partial College,Clerical,"1",M,1,26,"0-1 Miles"
22362,High,0,312,Austin Russell,57,M,"80000.0000",5,0,Graduate Degree,Skilled Manual,"0",M,0,23,"0-1 Miles"
22363,High,0,50,Faith Diaz,52,F,"80000.0000",5,0,Graduate Degree,Skilled Manual,"1",S,0,26,"1-2 Miles"
22364,High,0,360,Katherine Jenkins,57,F,"80000.0000",5,0,Graduate Degree,Skilled Manual,"1",M,0,25,"1-2 Miles"
22365,High,0,361,Sebastian Richardson,58,M,"80000.0000",5,0,Graduate Degree,Skilled Manual,"0",M,0,30,"0-1 Miles"
22366,High,0,66,Logan Henderson,57,M,"80000.0000",4,0,Graduate Degree,Skilled Manual,"0",M,0,24,"0-1 Miles"
22367,High,0,352,Jasmine Griffin,57,F,"80000.0000",4,0,Graduate Degree,Skilled Manual,"1",S,0,28,"1-2 Miles"
22368,Moderate,1,633,Edward Ross,45,M,"40000.0000",2,0,Partial College,Clerical,"0",S,1,29,"1-2 Miles"
22369,Moderate,0,302,Louis Deng,56,M,"60000.0000",4,0,Graduate Degree,Skilled Manual,"1",M,0,26,"1-2 Miles"
22370,Moderate,0,334,Carol Patterson,56,F,"60000.0000",4,0,Graduate Degree,Skilled Manual,"1",S,0,20,"1-2 Miles"
22371,Moderate,0,55,Blake Powell,43,M,"50000.0000",0,0,Graduate Degree,Skilled Manual,"0",S,0,25,"0-1 Miles"
22372,Moderate,1,361,Melanie Perry,43,F,"50000.0000",0,0,Graduate Degree,Skilled Manual,"1",S,0,29,"1-2 Miles"
22373,Moderate,1,60,Gabrielle Bell,42,F,"40000.0000",0,0,Graduate Degree,Skilled Manual,"1",S,0,24,"1-2 Miles"
22374,Moderate,1,618,Luke Patterson,42,M,"40000.0000",0,0,Graduate Degree,Skilled Manual,"1",M,0,29,"1-2 Miles"
22375,Moderate,0,335,Jasmine Williams,42,F,"40000.0000",1,0,Graduate Degree,Skilled Manual,"1",S,0,23,"1-2 Miles"
22376,Moderate,0,542,Marcus Martin,43,M,"50000.0000",1,0,Graduate Degree,Skilled Manual,"1",S,0,26,"1-2 Miles"
22377,Low,0,183,Roger Zeng,43,M,"10000.0000",1,0,Graduate Degree,Manual,"1",S,0,22,"0-1 Miles"
22378,Low,0,219,Rebekah Malhotra,54,F,"10000.0000",1,0,Graduate Degree,Manual,"0",S,0,28,"0-1 Miles"
22379,Low,0,224,Fernando Hayes,48,M,"10000.0000",1,0,Graduate Degree,Manual,"0",S,0,21,"0-1 Miles"
22380,Low,0,126,Brendan Nath,53,M,"10000.0000",1,0,Graduate Degree,Manual,"0",S,0,28,"0-1 Miles"
22381,Low,0,120,Hunter Patterson,53,M,"10000.0000",1,0,Graduate Degree,Manual,"1",M,0,27,"0-1 Miles"
22382,Low,0,250,Bethany Xu,53,F,"20000.0000",1,0,Graduate Degree,Clerical,"1",S,0,19,"0-1 Miles"
22383,Low,0,261,Devin Jenkins,48,M,"20000.0000",1,0,Graduate Degree,Clerical,"1",M,0,24,"0-1 Miles"
22384,Low,0,121,Paige Sanchez,54,F,"10000.0000",1,0,Bachelors,Manual,"1",S,0,26,"0-1 Miles"
22385,Low,0,230,Misty Lal,54,F,"20000.0000",1,0,Graduate Degree,Clerical,"1",M,0,23,"0-1 Miles"
22386,Low,0,174,Jerome Gill,80,M,"20000.0000",1,0,Graduate Degree,Clerical,"1",M,0,23,"0-1 Miles"
22387,Low,0,173,Audrey Romero,79,F,"20000.0000",1,0,Graduate Degree,Clerical,"1",M,0,22,"0-1 Miles"
22388,Low,0,241,Bradley Beck,79,M,"20000.0000",1,0,Graduate Degree,Clerical,"1",M,0,29,"0-1 Miles"
22389,Low,0,121,Edwin Luo,58,M,"20000.0000",1,0,Bachelors,Clerical,"1",M,0,19,"0-1 Miles"
22390,Low,0,176,Kelvin Zheng,59,M,"20000.0000",1,0,Bachelors,Clerical,"1",M,0,25,"0-1 Miles"
22391,Low,1,175,Angela Watson,61,F,"10000.0000",2,0,Partial College,Manual,"1",M,1,20,"0-1 Miles"
22392,Low,1,220,Bailey Gray,56,F,"10000.0000",2,0,Partial College,Manual,"1",M,1,26,"0-1 Miles"
22393,Low,1,150,Chelsea Perez,56,F,"10000.0000",2,0,Partial College,Manual,"0",S,1,31,"0-1 Miles"
22394,Low,0,222,Meagan Suri,78,F,"20000.0000",1,0,Graduate Degree,Clerical,"0",S,0,19,"0-1 Miles"
22395,Low,1,196,Jermaine Patel,77,M,"20000.0000",1,0,Bachelors,Clerical,"1",S,0,27,"0-1 Miles"
22396,Low,1,274,Rebekah Patel,69,F,"30000.0000",1,0,Bachelors,Clerical,"1",S,0,24,"0-1 Miles"
22397,Low,0,215,Marie Patel,73,F,"10000.0000",2,0,Partial College,Manual,"1",M,1,27,"0-1 Miles"
22398,Low,1,132,Sheila Moreno,73,F,"20000.0000",1,0,Partial College,Manual,"1",M,0,31,"0-1 Miles"
22399,Low,1,9,Arthur Fernandez,36,M,"10000.0000",0,0,Partial College,Manual,"1",S,1,27,"1-2 Miles"
22400,Low,1,38,Ruben Martin,35,M,"10000.0000",0,0,Partial College,Manual,"0",M,1,27,"0-1 Miles"
22401,Low,1,26,Ian Price,36,M,"10000.0000",0,0,Partial College,Manual,"1",M,1,27,"2-5 Miles"
22402,Low,1,26,Clarence Xie,35,M,"10000.0000",0,0,Partial College,Manual,"1",M,1,27,"2-5 Miles"
22403,Low,0,5,Cedric Beck,37,M,"10000.0000",0,0,Partial College,Manual,"1",M,1,27,"2-5 Miles"
22404,Low,1,31,Margaret Xu,35,F,"10000.0000",0,0,Partial College,Manual,"0",S,1,27,"0-1 Miles"
22405,Low,0,28,Leonard Becker,37,M,"10000.0000",0,0,Partial College,Manual,"1",M,1,27,"2-5 Miles"
22406,Low,1,7,Kelvin Shen,38,M,"10000.0000",0,0,High School,Manual,"1",M,2,26,"0-1 Miles"
22407,Low,1,6,Carolyn Gonzalez,36,F,"10000.0000",1,1,High School,Manual,"1",M,0,26,"2-5 Miles"
22408,Low,1,38,Clarence Shan,36,M,"10000.0000",1,1,High School,Manual,"0",S,0,26,"1-2 Miles"
22409,Low,1,25,Candace Madan,36,F,"20000.0000",0,0,Bachelors,Clerical,"1",S,0,26,"0-1 Miles"
22410,Low,1,25,Cassandra Arthur,37,F,"20000.0000",0,0,Bachelors,Clerical,"0",S,0,26,"0-1 Miles"
22411,Low,1,19,Amy He,37,F,"20000.0000",0,0,Bachelors,Clerical,"0",S,0,26,"0-1 Miles"
22412,Low,1,35,Drew Andersen,38,M,"20000.0000",0,0,Bachelors,Clerical,"0",M,0,26,"0-1 Miles"
22413,Low,0,204,Kristi Diaz,72,F,"20000.0000",1,0,Partial College,Manual,"1",M,0,20,"1-2 Miles"
22414,Low,1,132,Eugene Wu,61,M,"20000.0000",2,0,Partial College,Manual,"0",S,1,31,"1-2 Miles"
22415,Low,1,161,Natalie Phillips,73,F,"30000.0000",1,0,Bachelors,Clerical,"0",S,0,31,"0-1 Miles"
22416,Low,1,247,Tabitha Romero,72,F,"30000.0000",1,0,Bachelors,Clerical,"0",M,0,24,"0-1 Miles"
22417,Low,0,202,Shaun Goel,48,M,"20000.0000",1,1,Partial College,Manual,"1",M,0,23,"1-2 Miles"
22418,Low,1,234,Jacob Smith,54,M,"30000.0000",4,0,Graduate Degree,Clerical,"1",M,0,24,"0-1 Miles"
22419,Low,0,208,Damien Xu,56,M,"10000.0000",1,1,High School,Manual,"0",S,1,23,"2-5 Miles"
22420,Low,0,184,Richard Moore,56,M,"10000.0000",1,1,High School,Manual,"0",S,1,27,"1-2 Miles"
22421,Low,0,230,Barbara Sharma,56,F,"20000.0000",2,0,Partial College,Manual,"0",S,1,26,"2-5 Miles"
22422,Low,1,267,Nichole Black,50,F,"30000.0000",3,0,Graduate Degree,Clerical,"0",M,0,23,"0-1 Miles"
22423,Low,1,196,Byron Hernandez,47,M,"20000.0000",2,0,Partial College,Manual,"0",S,1,26,"0-1 Miles"
22424,Low,0,206,Edwin Rai,52,M,"20000.0000",2,0,Partial College,Manual,"1",S,1,28,"2-5 Miles"
22425,Low,0,213,Roy Sullivan,57,M,"20000.0000",2,0,Partial College,Manual,"0",S,1,22,"2-5 Miles"
22426,Low,1,218,Heather Zhu,50,F,"30000.0000",3,0,Graduate Degree,Clerical,"1",M,0,26,"0-1 Miles"
22427,Low,1,258,Willie Sharma,55,M,"30000.0000",3,0,Bachelors,Clerical,"0",S,0,24,"0-1 Miles"
22428,Low,1,279,Destiny Smith,55,F,"30000.0000",3,0,Bachelors,Clerical,"0",S,0,23,"0-1 Miles"
22429,Low,1,261,Jesse Reed,49,M,"30000.0000",3,0,Bachelors,Clerical,"1",M,0,24,"0-1 Miles"
22430,Moderate,1,188,Brad Chande,55,M,"40000.0000",3,0,Graduate Degree,Clerical,"0",S,0,32,"0-1 Miles"
22431,Low,0,200,Marie Dominguez,40,F,"10000.0000",1,1,High School,Manual,"0",S,1,29,"1-2 Miles"
22432,Low,1,131,Bridget Xie,45,F,"10000.0000",2,2,High School,Manual,"1",S,0,31,"0-1 Miles"
22433,Low,1,273,Miguel Hill,45,M,"20000.0000",0,0,Partial College,Manual,"0",S,1,24,"2-5 Miles"
22434,Low,1,247,Billy Schmidt,45,M,"20000.0000",0,0,Partial College,Manual,"0",S,1,22,"0-1 Miles"
22435,Low,0,187,Ross Navarro,41,M,"10000.0000",2,2,High School,Manual,"1",S,0,27,"0-1 Miles"
22436,Low,1,154,Roger Raji,45,M,"30000.0000",0,0,Bachelors,Clerical,"1",S,0,31,"0-1 Miles"
22437,Moderate,1,275,Trisha Zheng,46,F,"40000.0000",0,0,Graduate Degree,Clerical,"0",S,0,24,"0-1 Miles"
22438,Low,1,215,Casey Jiménez,46,M,"20000.0000",0,0,Partial College,Manual,"0",S,1,26,"2-5 Miles"
22439,Low,1,267,Tracy Raji,47,F,"30000.0000",0,0,Bachelors,Clerical,"1",M,0,22,"0-1 Miles"
22440,Low,1,213,Robyn Sanz,46,F,"30000.0000",0,0,Bachelors,Clerical,"0",S,0,26,"1-2 Miles"
22441,Low,1,120,Andrea Torres,36,F,"30000.0000",1,0,Bachelors,Clerical,"1",S,0,31,"0-1 Miles"
22442,Low,1,240,Trisha Sun,46,F,"30000.0000",1,0,Bachelors,Clerical,"1",S,0,22,"0-1 Miles"
22443,Low,1,184,Marvin Suarez,46,M,"30000.0000",1,0,Bachelors,Clerical,"0",S,0,26,"0-1 Miles"
22444,Moderate,1,118,Colin Xie,47,M,"40000.0000",0,0,Graduate Degree,Clerical,"0",S,0,21,"0-1 Miles"
22445,Moderate,1,180,Diane Suarez,41,F,"40000.0000",0,0,Graduate Degree,Clerical,"0",S,0,31,"0-1 Miles"
22446,Moderate,1,239,Jake Wu,46,M,"40000.0000",0,0,Graduate Degree,Clerical,"0",S,0,23,"0-1 Miles"
22447,Moderate,1,168,Tara Shan,35,F,"40000.0000",0,0,Graduate Degree,Clerical,"1",M,0,21,"0-1 Miles"
22448,Moderate,1,212,Cindy Weber,40,F,"40000.0000",0,0,Graduate Degree,Clerical,"1",S,0,30,"0-1 Miles"
22449,Moderate,1,206,Heather He,41,F,"40000.0000",0,0,Graduate Degree,Clerical,"1",M,0,30,"0-1 Miles"
22450,Moderate,1,178,Audrey Alvarez,41,F,"50000.0000",0,0,Graduate Degree,Skilled Manual,"1",M,0,22,"0-1 Miles"
22451,Moderate,1,236,Barbara Rai,46,F,"50000.0000",0,0,Graduate Degree,Skilled Manual,"0",S,0,23,"0-1 Miles"
22452,Moderate,1,240,Carly Deng,46,F,"50000.0000",0,0,Graduate Degree,Skilled Manual,"1",S,0,24,"0-1 Miles"
22453,Low,0,127,Dakota Long,94,M,"10000.0000",3,0,Bachelors,Clerical,"1",M,2,21,"0-1 Miles"
22454,Low,0,258,Rebekah Raman,58,F,"10000.0000",3,0,Partial College,Manual,"0",M,2,21,"0-1 Miles"
22455,Low,0,132,Roy Kapoor,63,M,"10000.0000",3,0,Partial College,Manual,"1",M,2,30,"0-1 Miles"
22456,Low,1,272,Brittney Guo,59,F,"20000.0000",2,0,Partial College,Manual,"0",S,1,22,"0-1 Miles"
22457,Low,0,234,Kimberly Cooper,47,F,"10000.0000",2,2,High School,Manual,"0",M,1,28,"0-1 Miles"
22458,Low,1,213,Kendra Vazquez,47,F,"20000.0000",1,1,Partial College,Manual,"0",S,0,26,"0-1 Miles"
22459,Low,1,154,Johnny Xu,47,M,"20000.0000",1,1,Partial College,Manual,"1",M,0,31,"2-5 Miles"
22460,Low,1,245,Julio Torres,47,M,"20000.0000",1,1,Partial College,Manual,"1",S,0,22,"2-5 Miles"
22461,Low,1,273,Arturo Luo,41,M,"20000.0000",1,1,Partial College,Manual,"1",S,1,22,"2-5 Miles"
22462,Low,1,130,Lydia Chandra,48,F,"20000.0000",1,1,Partial College,Manual,"0",S,1,30,"0-1 Miles"
22463,Low,1,221,Raymond Chandra,47,M,"30000.0000",1,1,Bachelors,Clerical,"1",M,0,25,"2-5 Miles"
22464,Moderate,1,211,Erik Sanz,47,M,"40000.0000",0,0,Graduate Degree,Clerical,"1",M,0,28,"0-1 Miles"
22465,Moderate,1,219,Arturo Shan,47,M,"40000.0000",0,0,Graduate Degree,Clerical,"1",S,0,28,"0-1 Miles"
22466,Low,1,202,Raul Tang,48,M,"20000.0000",1,1,Partial College,Manual,"0",S,1,26,"1-2 Miles"
22467,Low,1,258,Neil Alvarez,49,M,"20000.0000",1,1,Partial College,Manual,"1",S,1,22,"2-5 Miles"
22468,Low,1,245,Ruben Gonzalez,48,M,"20000.0000",1,1,Partial College,Manual,"1",M,1,21,"2-5 Miles"
22469,Low,1,117,Sabrina Moreno,48,F,"20000.0000",1,1,Partial College,Manual,"1",M,1,29,"2-5 Miles"
22470,Low,1,240,Carly Tang,48,F,"30000.0000",1,1,Bachelors,Clerical,"1",M,0,21,"2-5 Miles"
22471,Low,1,205,Joel Martinez,48,M,"30000.0000",1,1,Bachelors,Clerical,"1",S,0,25,"1-2 Miles"
22472,Low,1,212,Bridget Sharma,48,F,"30000.0000",1,1,Bachelors,Clerical,"0",S,0,25,"0-1 Miles"
22473,Low,1,141,Clifford Patel,48,M,"30000.0000",1,1,Bachelors,Clerical,"1",S,1,29,"1-2 Miles"
22474,Low,0,166,Leah Zhu,43,F,"10000.0000",5,4,Partial High School,Manual,"1",S,2,20,"0-1 Miles"
22475,Low,0,229,Heidi Rana,43,F,"10000.0000",5,4,Partial High School,Manual,"1",S,2,28,"0-1 Miles"
22476,Low,0,175,Shane Martinez,43,M,"20000.0000",2,2,High School,Manual,"0",S,0,21,"0-1 Miles"
22477,Low,1,133,Kevin Diaz,49,M,"20000.0000",2,2,High School,Manual,"1",S,0,29,"0-1 Miles"
22478,Low,1,135,Carolyn Browning,49,F,"30000.0000",1,1,Bachelors,Clerical,"1",S,1,29,"1-2 Miles"
22479,Low,1,157,Tammy Malhotra,49,F,"30000.0000",1,1,Bachelors,Skilled Manual,"1",M,1,29,"2-5 Miles"
22480,Low,1,225,Abby Gonzalez,49,F,"30000.0000",1,1,Bachelors,Skilled Manual,"1",M,1,25,"0-1 Miles"
22481,Low,1,176,Erik Ortega,44,M,"30000.0000",1,1,Bachelors,Skilled Manual,"1",M,1,29,"2-5 Miles"
22482,Low,0,131,Cassidy Jenkins,39,F,"10000.0000",4,3,Partial High School,Manual,"1",S,2,19,"0-1 Miles"
22483,Low,0,200,Lee Ramos,39,M,"10000.0000",4,3,Partial High School,Manual,"1",S,2,20,"0-1 Miles"
22484,Low,1,193,Kristy Ruiz,50,F,"20000.0000",2,2,High School,Manual,"1",S,0,25,"0-1 Miles"
22485,Low,0,223,Andy Suarez,50,M,"20000.0000",2,2,High School,Manual,"1",S,1,22,"0-1 Miles"
22486,Low,1,154,Jimmy Ruiz,50,M,"20000.0000",2,2,High School,Manual,"1",S,1,29,"0-1 Miles"
22487,Low,1,224,Jonathon Gill,45,M,"20000.0000",2,2,High School,Manual,"1",S,1,24,"0-1 Miles"
22488,Low,0,115,Frederick Patel,50,M,"30000.0000",1,1,Bachelors,Skilled Manual,"1",M,2,28,"0-1 Miles"
22489,Low,0,213,Roger Xie,50,M,"30000.0000",1,1,Bachelors,Skilled Manual,"1",M,2,20,"0-1 Miles"
22490,Low,1,217,Desiree Vazquez,51,F,"10000.0000",5,2,Partial High School,Manual,"0",S,1,24,"0-1 Miles"
22491,Low,0,171,Jerry Nara,40,M,"20000.0000",2,2,High School,Manual,"1",S,2,30,"0-1 Miles"
22492,Low,0,161,Jorge She,51,M,"20000.0000",3,3,High School,Manual,"0",S,0,30,"0-1 Miles"
22493,Low,0,170,Dwayne Sanz,52,M,"20000.0000",3,3,High School,Manual,"1",S,0,19,"0-1 Miles"
22494,Low,0,127,Jon Andersen,52,M,"20000.0000",3,3,High School,Manual,"0",S,0,29,"0-1 Miles"
22495,Low,1,216,Andy Serrano,51,M,"20000.0000",3,3,High School,Manual,"1",S,1,24,"0-1 Miles"
22496,Low,0,236,Christina Brooks,52,F,"30000.0000",1,1,Bachelors,Skilled Manual,"1",M,2,22,"0-1 Miles"
22497,Low,0,128,Casey Gomez,52,M,"10000.0000",3,2,Partial High School,Manual,"1",S,2,26,"0-1 Miles"
22498,Low,0,220,Pedro Jimenez,52,M,"20000.0000",3,3,High School,Manual,"0",S,2,24,"0-1 Miles"
22499,Low,0,218,Dawn Zhou,82,F,"10000.0000",4,0,High School,Manual,"0",M,2,24,"0-1 Miles"
22500,Moderate,1,198,Brent Zhao,44,M,"40000.0000",0,0,Bachelors,Professional,"0",S,0,27,"0-1 Miles"
22501,Moderate,1,204,Colin Ye,49,M,"40000.0000",0,0,Bachelors,Professional,"1",S,0,26,"0-1 Miles"
22502,Moderate,1,236,Grace Miller,49,F,"40000.0000",0,0,Bachelors,Professional,"1",S,0,24,"0-1 Miles"
22503,Moderate,1,261,Sandra Zhao,44,F,"40000.0000",0,0,Bachelors,Professional,"1",M,0,23,"0-1 Miles"
22504,Moderate,1,267,Arturo Rai,49,M,"60000.0000",0,0,Graduate Degree,Skilled Manual,"0",S,0,24,"0-1 Miles"
22505,Low,1,270,Julie Shen,42,F,"30000.0000",1,0,Partial College,Clerical,"0",M,1,21,"0-1 Miles"
22506,Low,1,117,Brenda Prasad,50,F,"30000.0000",2,2,Partial College,Clerical,"1",S,1,28,"0-1 Miles"
22507,Low,0,117,Louis Wang,45,M,"30000.0000",2,2,Partial College,Clerical,"0",S,1,26,"0-1 Miles"
22508,Moderate,1,159,Jon Huang,50,M,"40000.0000",1,0,Bachelors,Skilled Manual,"1",M,0,21,"0-1 Miles"
22509,Moderate,1,160,Lacey Nara,44,F,"40000.0000",1,0,Bachelors,Skilled Manual,"1",M,0,21,"0-1 Miles"
22510,Moderate,1,267,Lori Gill,51,F,"40000.0000",1,0,Bachelors,Skilled Manual,"1",M,0,22,"0-1 Miles"
22511,Low,0,186,Wendy Suarez,51,F,"30000.0000",2,2,Partial College,Clerical,"1",S,2,25,"0-1 Miles"
22512,Low,0,223,Meagan Mehta,51,F,"30000.0000",2,2,Partial College,Clerical,"1",S,2,24,"0-1 Miles"
22513,Low,0,215,Kenneth Anand,52,M,"30000.0000",2,2,Partial College,Clerical,"1",S,2,28,"0-1 Miles"
22514,Low,0,160,Marvin Johnsen,38,M,"20000.0000",0,0,High School,Manual,"1",S,1,19,"2-5 Miles"
22515,Low,1,207,Alexa Morris,36,F,"20000.0000",4,4,High School,Manual,"1",S,2,24,"0-1 Miles"
22516,Low,0,157,Adrienne Ortega,36,F,"30000.0000",3,3,Partial College,Clerical,"0",S,1,26,"0-1 Miles"
22517,Low,1,120,Luis Adams,36,M,"30000.0000",3,3,Partial College,Clerical,"1",S,1,28,"0-1 Miles"
22518,Low,1,266,Jillian Sai,36,F,"30000.0000",3,3,Partial College,Clerical,"0",S,2,21,"0-1 Miles"
22519,Moderate,1,175,Logan Hughes,52,M,"40000.0000",1,0,Bachelors,Skilled Manual,"1",M,0,21,"0-1 Miles"
22520,Moderate,1,251,Rodney Torres,52,M,"40000.0000",1,0,Bachelors,Skilled Manual,"1",M,0,22,"0-1 Miles"
22521,Low,0,131,Christina Rivera,47,F,"30000.0000",1,0,Partial College,Clerical,"1",S,1,19,"2-5 Miles"
22522,Low,1,171,Benjamin Hayes,42,M,"30000.0000",1,0,Partial College,Clerical,"0",S,1,28,"0-1 Miles"
22523,Moderate,1,131,Jon Xu,48,M,"40000.0000",1,0,Bachelors,Skilled Manual,"1",M,1,20,"0-1 Miles"
22524,Moderate,1,189,Michele Hernandez,53,F,"40000.0000",1,0,Bachelors,Skilled Manual,"1",M,1,26,"0-1 Miles"
22525,Low,1,178,Julio Gutierrez,37,M,"30000.0000",4,4,Partial College,Clerical,"1",S,2,28,"0-1 Miles"
22526,Low,1,263,Jamie Moreno,37,M,"30000.0000",4,4,Partial College,Clerical,"1",S,3,21,"0-1 Miles"
22527,Low,0,186,Rachel Flores,38,F,"20000.0000",0,0,High School,Manual,"0",S,1,29,"2-5 Miles"
22528,Low,0,233,Jaime Blanco,40,F,"20000.0000",0,0,High School,Manual,"1",S,1,24,"2-5 Miles"
22529,Low,0,205,Ross Raman,40,M,"10000.0000",0,0,Partial High School,Manual,"0",S,2,24,"0-1 Miles"
22530,Low,0,264,Kelli Jai,40,F,"20000.0000",0,0,High School,Manual,"0",S,1,23,"2-5 Miles"
22531,Low,0,193,Tiffany Zhou,39,F,"20000.0000",0,0,High School,Manual,"1",S,1,22,"2-5 Miles"
22532,Low,0,269,Ryan Thomas,39,M,"30000.0000",0,0,Partial College,Clerical,"0",S,1,20,"2-5 Miles"
22533,Low,0,147,Jake Liu,42,M,"20000.0000",0,0,Partial High School,Manual,"0",M,2,21,"0-1 Miles"
22534,Low,0,202,Suzanne Liang,41,F,"30000.0000",0,0,Partial College,Clerical,"1",S,1,20,"2-5 Miles"
22535,Moderate,1,237,Rachael Prasad,35,F,"40000.0000",1,1,Bachelors,Skilled Manual,"1",M,0,21,"1-2 Miles"
22536,Moderate,1,262,Brianna Rogers,40,F,"40000.0000",1,1,Bachelors,Skilled Manual,"1",M,0,21,"0-1 Miles"
22537,Low,0,160,Xavier Jenkins,41,M,"20000.0000",0,0,Partial High School,Manual,"0",S,2,20,"1-2 Miles"
22538,Low,0,224,Bianca Wang,43,F,"10000.0000",0,0,Partial High School,Manual,"1",S,2,19,"1-2 Miles"
22539,Low,0,276,Randall Sanz,37,M,"20000.0000",0,0,Partial High School,Manual,"0",S,2,27,"0-1 Miles"
